Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Snoozles Hostel Quay Street,https://www.snoozleshostelgalway.ie/,+353(0)91568644,-9.054191,53.271172,Galway,Galway City,Republic of Ireland,Hostel,4,167
Clayton Hotel Leopardstown,http://www.claytonhotelleopardstown.com,+353(0)12935000,-6.206053,53.271315,Dublin,Dublin 18,Republic of Ireland,Hotel,5,138
Gallagher's B&B,https://bandbireland.com/accommodation/26256/gallagher-s-b-b,+353(0)91522078,-9.076698983,53.27200659,Galway,Galway,Republic of Ireland,B & B,4,18
Victoria Towers Hotel,http://www.victoriahotelgalway.com,+353(0)91567433,-9.047776566,53.27305634,Galway,Galway,Republic of Ireland,Hotel,3,398
Kinlay Hostel,http://www.kinlaygalway.ie,+353(0)91565244,-9.048882,53.273232,Galway,Galway City,Republic of Ireland,Hostel,5,46
"The Galmont Hotel & Spa, Galway",http://www.thegalmont.com,+353 91 538300,-9.04355,53.27393,Galway,Galway City,Republic of Ireland,Hotel,4,99
The Galmont Hotel & Spa,https://www.thegalmont.com/,+353(0)91538300,-9.043548,53.273933,Galway,Galway City,Republic of Ireland,Hotel,3,389
Skeffington Arms Hotel,http://www.skeffington.ie,+353(0)91563173,-9.049887919,53.27406517,Galway,Galway City,Republic of Ireland,Hotel,3,376
Hotel Meyrick,http://www.hotelmeyrick.ie,,-9.04786,53.27407,Galway,Galway City,Republic of Ireland,Hotel,5,296
Galway City Hostel,http://www.galwaycityhostel.com,+353(0)91535878,-9.047670189,53.27421649,Galway,Eyre Square,Republic of Ireland,Hostel,5,90
Eyre Square Hotel,http://www.eyresquarehotel.com,+353(0)91569633,-9.047347178,53.2743157,Galway,Galway,Republic of Ireland,Hotel,5,72
Park House Hotel,http://www.parkhousehotel.ie,+353(0)91564924,-9.046731097,53.27447413,Galway,Galway City,Republic of Ireland,Hotel,2,163
Imperial Hotel,http://www.imperialhotelgalway.ie,+353(0)91563033,-9.050906659,53.27460434,Galway,Galway City,Republic of Ireland,Hotel,2,181
Bridge House Hotel Spa and Leisure Club,http://www.bridgehouse.com,+353(0)579325600,-7.492878,53.274912,Offaly,Tullamore,Republic of Ireland,Hotel,1,120
Forster Court Hotel,http://theforstercourt.ie,+353(0)91564111,-9.04621877,53.27504935,Galway,Galway City,Republic of Ireland,Hotel,4,116
"Oranmore Lodge Hotel, Conference and Leisure Centre",http://www.oranmorelodge.ie,+353(0)91794400,-8.930882414,53.27602566,Galway,Oranmore,Republic of Ireland,Hotel,5,157
The Western Hotel,http://www.westernhotelgalway.ie,+353(0)91562834,-9.047878,53.276408,Galway,Galway City,Republic of Ireland,Hotel,5,47
Woodhaven Lodge,http://woodhavenlodge.com/,+353(0)91753806,-9.004623,53.276836,Galway,Galway City,Republic of Ireland,Self Catering,1,4
Maldron Hotel Galway,http://www.maldronhotels.com/hotel-galway,,-8.92741,53.27785,Galway,Oranmore,Republic of Ireland,Hotel,3,288
Maldron Hotel Galway,http://www.maldronhotelgalway.com,+353(0)91792244,-8.927413,53.277851,Galway,Oranmore,Republic of Ireland,Hotel,3,287
Flannery's Hotel Galway,http://www.flanneryshotelgalway.com,+353(0)91755111,-9.014732645,53.27827282,Galway,Galway,Republic of Ireland,Hotel,1,341
1st Floor Apartment,,+353(0)12841237,-6.106685,53.278714,Dublin,Dalkey,Republic of Ireland,Self Catering,2,34
Laurel Lodge,http://laurellodge.ie/,+353(0)909674189,-8.047452,53.279454,Offaly,Shannonbridge,Republic of Ireland,Self Catering,1,7
The Connacht Hotel,http://www.theconnacht.ie,+353(0)91381200,-9.021748927,53.27980102,Galway,Galway City H91 K5DD,Republic of Ireland,Hotel,4,398
The g Hotel & Spa,http://www.theghotel.ie,+353(0)91865200,-9.032133,53.28203,Galway,Galway City,Republic of Ireland,Hotel,1,122
The g Hotel,http://www.theghotel.ie,,-9.03213,53.28203,Galway,Galway City,Republic of Ireland,Hotel,5,358
Maldron Hotel Tallaght,http://www.maldronhoteltallaght.com/,+353(0)14685400,-6.376271,53.28395,Dublin,Tallaght,Republic of Ireland,Hotel,1,357
Plaza Hotel,http://www.plazahotel.ie,+353(0)14624200,-6.367359,53.28571,Dublin,Tallaght,Republic of Ireland,Hotel,1,99
Maldron Hotel Sandy Road Galway,http://www.maldronhotelsandyroadgalway.com,+353(0)91513200,-9.045080085,53.28592383,Galway,Galway City,Republic of Ireland,Hotel,4,147
Maldron Hotel Sandy Road Galway,http://www.maldronhotelsandyroadgalway.com,+353(0)91513200,-9.045080085,53.28592383,Galway,Galway City,Republic of Ireland,Hotel,3,197
"Citywest Hotel, Leisure & Events",http://www.citywesthotel.com,+353(0)14010500,-6.450051,53.285947,Dublin,Saggart,Republic of Ireland,Hotel,5,113
"Citywest Hotel, Leisure & Events",http://www.citywesthotel.com,+353 1 4010500,-6.44659,53.28606,Dublin,Saggart,Republic of Ireland,Hotel,1,213
Nox Hotel,http://www.noxhotelgalway.ie,+353(0)91735555,-9.042277664,53.28668118,Galway,Galway City,Republic of Ireland,Hotel,5,239
Glashaus Hotel,http://www.glashaushotel.ie/,+353(0)15381410,-6.374024867,53.28785099,Dublin,Tallaght,Republic of Ireland,Hotel,1,240
Menlo Park Hotel,http://www.menloparkhotel.com,+353(0)91761122,-9.046855,53.287896,Galway,Terryland,Republic of Ireland,Hotel,1,326
Campus Living,http://campusaccommodation.ie,+353(0)91527112,-9.066510612,53.28813804,Galway,Galway City,Republic of Ireland,Camping,3,36
The Westgrove Hotel,http://www.westgrovehotel.com,+353(0)45989900,-6.681839696,53.28965436,Kildare,Clane,Republic of Ireland,Hotel,4,292
Mulgrave Lodge,http://www.mulgravelodge.com,+353(0)12801664,-6.136987,53.290174,Dublin,Dún Laoghaire,Republic of Ireland,Self Catering,3,15
Clayton Hotel,http://www.claytonhotelgalway.ie/,+353(0)91721900,-8.988789,53.291675,Galway,Galway,Republic of Ireland,Hotel,1,234
Clayton Hotel,http://www.claytonhotelgalway.ie,,-8.98879,53.29168,Galway,Galway City,Republic of Ireland,Hotel,1,281
Royal Marine Hotel,http://www.royalmarine.ie/en/,+353(0)12300030,-6.133878,53.292249,Dublin,Dun Laoghaire,Republic of Ireland,Hotel,4,266
Royal Marine Hotel,http://www.royalmarine.ie/en,,-6.13367,53.29229,Dublin,Dún Laoghaire,Republic of Ireland,Hotel,4,258
Winacre Lodge,http://www.winacrelodge.com/,+353(0)91523459,-9.087789,53.292859,Galway,Galway City,Republic of Ireland,Self Catering,2,20
Talbot Hotel Stillorgan,http://www.talbothotelstillorgan.com,,-6.20274,53.29494,Dublin,Stillorgan,Republic of Ireland,Hotel,5,220
Talbot Hotel Stillorgan,http://www.talbothotelstillorgan.com/,+353(0)12001800,-6.202805551,53.29502269,Dublin,Stillorgan,Republic of Ireland,Hotel,4,360
New Park Hotel,http://www.newparkhotel.ie,+353(0)911875380,-8.747395006,53.29745105,Galway,Athenry,Republic of Ireland,Hotel,4,186
Glenlo Abbey Hotel,http://www.glenlo.com,,-9.09809,53.3002,Galway,Galway City,Republic of Ireland,Hotel,2,339
Glenlo Abbey Hotel & Estate,https://www.glenloabbeyhotel.ie/,+353(0)91519600,-9.098559728,53.30040497,Galway,Galway,Republic of Ireland,Hotel,2,359
Raheen Woods Hotel,http://www.raheenwoodshotel.ie,+353(0)91875888,-8.761729,53.300659,Galway,Athenry,Republic of Ireland,Hotel,1,49
Kingswood Hotel Citywest,https://www.kingswoodhotelcitywest.com/,+353(0)14619900,-6.419546,53.301283,Dublin,Clondalkin,Republic of Ireland,Hotel,4,322
Camac Valley Tourist Caravan & Camping Park,http://www.camacvalley.com,+353(0)14640644,-6.415331,53.304661,Dublin,Clondalkin,Republic of Ireland,Camping,3,158
Radisson Blu St. Helen's Hotel,https://www.radissonblu.com/en/sthelenshotel-dublin,,-6.20564,53.30479,Dublin,Dublin City,Republic of Ireland,Hotel,5,362
Radisson Blu St. Helen's Hotel,http://www.radissonblu.ie/sthelenshotel-dublin,+353(0)12186000,-6.20564,53.304792,Dublin,Dublin City,Republic of Ireland,Hotel,4,110
Kildare Hotel and Country Club,https://www.kclub.ie,,-6.62506,53.30726,Kildare,Straffan,Republic of Ireland,Hotel,3,285
Kildare Hotel and Country Club,http://www.kclub.ie,+353(0)16017200,-6.625062466,53.30726237,Kildare,Straffan,Republic of Ireland,Hotel,3,347
Green Isle Conference & Leisure Hotel,http://www.greenislehotel.com,+353(0)14123700,-6.403631779,53.30950271,Dublin,Clondalkin,Republic of Ireland,Hotel,5,398
Tara Towers Hotel,http://www.taratowers.com,,-6.20221,53.31231,Dublin,Dublin City,Republic of Ireland,Hotel,4,116
Tara Towers Hotel,http://www.taratowers.com,+353(0)12694666,-6.202211435,53.31231034,Dublin,Booterstown,Republic of Ireland,Hotel,3,78
Maldron Hotel Newlands Cross,http://www.maldronhotelnewlandscross.com/,+353(0)14640140,-6.392586,53.313599,Dublin,Clondalkin,Republic of Ireland,Hotel,5,104
Louis Fitzgerald Hotel,http://www.louisfitzgeraldhotel.com/,+353(0)14033300,-6.384259,53.315561,Dublin,Dublin 22,Republic of Ireland,Hotel,1,203
Ibis Hotel,http://www.ibis.com/gb/hotel-0595-ibis-dublin/index.shtml,+353(0)14641480,-6.372506,53.318293,Dublin,Clondalkin,Republic of Ireland,Hotel,3,242
Red Cow Moran Hotel,http://www.redcowmoranhotel.com/,+353(0)14593650,-6.363908,53.318877,Dublin,Clondalkin,Republic of Ireland,Hotel,1,70
Red Cow Moran Hotel,http://www.redcowmoranhotel.com,+353 1 4593650,-6.36391,53.31888,Dublin,Dublin City,Republic of Ireland,Hotel,3,108
Uppercross House Hotel,http://www.uppercrosshousehotel.com,+353(0)14975486,-6.265201,53.320834,Dublin,Dublin 6,Republic of Ireland,Hotel,1,121
Moycarn Lodge and Marina,http://www.moycarnlodge.ie,+353(0)909645050,-8.197103,53.321448,Galway,Ballinasloe,Republic of Ireland,Self Catering,1,6
East Park Lodge,http://www.eastparklodge.ie,+353(0)14908631,-6.2668583,53.3232464,Dublin,Rathmines,Republic of Ireland,Self Catering,3,34
Clayton Hotel Ballsbridge,http://www.claytonhotelballsbridge.com,+353(0)16681111,-6.225122,53.325675,Dublin,Dublin 4,Republic of Ireland,Hotel,4,45
Hampton Hotel,http://www.hamptonhotel.ie,+353(0)16680995,-6.242891,53.325816,Dublin,Donnybrook,Republic of Ireland,Hotel,2,213
Shearwater Hotel,http://www.shearwaterhotel.com,+353(0)909630400,-8.219521236,53.32646218,Galway,Ballinasloe,Republic of Ireland,Hotel,5,278
Carna Bay Hotel,http://www.carnabay.com,+353(0)9532255,-9.838241042,53.32697727,Galway,Carna,Republic of Ireland,Hotel,5,100
Oak Lodge,http://www.oaklodge.ie,+353(0)16606096,-6.240227,53.327199,Dublin,Ballsbridge,Republic of Ireland,Self Catering,1,28
Herbert Park Hotel,http://www.herbertparkhotel.ie,+353 1 6672200,-6.231740294,53.32801164,Dublin,Dublin City,Republic of Ireland,Hotel,5,339
Herbert Park Hotel,http://www.herbertparkhotel.ie,+353(0)16672200,-6.232034643,53.32837767,Dublin,Dublin City,Republic of Ireland,Hotel,5,55
The Sheldon Park Hotel,http://www.sheldonpark.ie,+353(0)14601055,-6.343975,53.329565,Dublin,Dublin 12,Republic of Ireland,Hotel,5,220
Clayton Hotel Burlington Road,http://www.claytonhotelburlingtonroad.com,+353(0)16185600,-6.249098663,53.33018376,Dublin,Dublin 4,Republic of Ireland,Hotel,4,145
Portobello Hotel,http://www.portobellohotel.ie,+353(0)14752715,-6.264121,53.330367,Dublin,Dublin City,Republic of Ireland,Hotel,1,218
Gullane's Hotel,http://www.gullaneshotel.com,+353(0)909642220,-8.221166371,53.33057938,Galway,Ballinasloe,Republic of Ireland,Hotel,3,274
Clayton Hotel Burlington Road,http://www.claytonhotelburlingtonroad.com,+353 1 6185600,-6.248755919,53.33066996,Dublin,Dublin City,Republic of Ireland,Hotel,4,176
Clayton Hotel Charlemont,https://claytonhotelcharlemont.com,+353(0)19606700,-6.261178566,53.33074435,Dublin,Dublin City,Republic of Ireland,Hotel,2,277
Portobello B&B,http://www.portobellobandb.com/,+353(0)14543259,-6.273254,53.331974,Dublin,Dublin City,Republic of Ireland,B & B,3,17
Ballsbridge Hotel,http://www.ballsbridgehotel.com/,+353(0)16379300,-6.235673076,53.3321228,Dublin,Ballsbridge,Republic of Ireland,Hotel,4,325
Lansdowne Hotel,http://www.lansdownehotel.ie,+353(0)16682522,-6.241276335,53.33227139,Dublin,Dublin 4,Republic of Ireland,Hotel,1,65
Aspect Hotel Dublin Parkwest,http://www.aspecthotelparkwest.com,+353(0)16429100,-6.374943,53.333033,Dublin,Dublin City,Republic of Ireland,Hotel,5,50
Camden Court Hotel,http://www.camdencourthotel.com,,-6.26451,53.3331,Dublin,Dublin City,Republic of Ireland,Hotel,2,283
Camden Court Hotel,http://www.booking.com,+353(0)14759666,-6.264507,53.333103,Dublin,Dublin City,Republic of Ireland,Hotel,5,110
Mespil Hotel,http://www.mespil.com,+353(0)14884600,-6.246573483,53.33329991,Dublin,Dublin 4,Republic of Ireland,Hotel,2,369
Mespil Hotel,http://www.mespil.com,,-6.24638,53.33339,Dublin,Dublin City,Republic of Ireland,Hotel,2,162
Sandymount Hotel,http://www.sandymounthotel.ie,+353(0)16142000,-6.224431,53.333405,Dublin,Dublin City,Republic of Ireland,Hotel,2,372
Sandymount Hotel,http://www.sandymounthotel.ie,+353 1 6142000,-6.224387289,53.33360194,Dublin,Dublin City,Republic of Ireland,Hotel,1,287
Dylan Hotel,http://www.dylan.ie,+353(0)16603000,-6.242103406,53.33380474,Dublin,Dublin City,Republic of Ireland,Hotel,3,289
Dylan Hotel,http://www.dylan.ie,,-6.24221,53.33387,Dublin,Dublin City,Republic of Ireland,Hotel,2,385
Harcourt Hotel,http://www.harcourthotel.ie,+353(0)14783677,-6.262962271,53.33452991,Dublin,Dublin City,Republic of Ireland,Hotel,2,127
Celbridge Manor Hotel,http://www.celbridgemanorhotel.ie,+353(0)16013700,-6.557273458,53.33493868,Kildare,Celbridge,Republic of Ireland,Hotel,5,234
Jackson Court Hotel,http://www.jackson-court.ie,+353(0)14255300,-6.263599,53.335378,Dublin,Dublin City,Republic of Ireland,Hotel,3,334
Roxford Lodge Hotel,http://www.roxfordlodge.ie/en/,+353(0)16688572,-6.237116,53.33539,Dublin,Dublin City,Republic of Ireland,Hotel,5,200
Russell Court Hotel,http://www.russellcourthotel.ie,+353(0)14784991,-6.26367,53.335825,Dublin,Dublin City,Republic of Ireland,Hotel,5,81
The Camden Hotel By The Key Collection,https://www.thekeycollections.com/the-camden-hotel-central-dublin,+353(0)14780808,-6.265624,53.33594,Dublin,Dublin 2,Republic of Ireland,Hotel,4,100
Schoolhouse Hotel,http://www.schoolhousehotel.com,+353(0)16675014,-6.239431,53.337389,Dublin,Dublin City,Republic of Ireland,Hotel,2,76
Grand Canal Hotel,http://www.grandcanalhotel.ie,+353(0)16461000,-6.237707,53.338026,Dublin,Dublin City,Republic of Ireland,Hotel,5,300
Grand Canal Hotel,http://www.grandcanalhotel.ie,,-6.23771,53.33803,Dublin,Dublin City,Republic of Ireland,Hotel,1,226
Maldron Hotel Kevin Street,https://maldronhotelkevinstreet.com,+353(0)19068900,-6.271997927,53.3383294,Dublin,Dublin City,Republic of Ireland,Hotel,1,322
Merrion Hotel,http://www.merrionhotel.com,,-6.25292,53.33854,Dublin,Dublin City,Republic of Ireland,Hotel,1,290
Fitzwilliam Hotel,http://www.fitzwilliamhoteldublin.com,,-6.26142,53.3394,Dublin,Dublin City,Republic of Ireland,Hotel,3,246
Fitzwilliam Hotel,http://www.fitzwilliamhoteldublin.com,+353(0)14787000,-6.26142,53.339403,Dublin,Dublin City,Republic of Ireland,Hotel,4,395
Finnstown Castle Hotel,http://www.finnstowncastlehotel.com,+353(0)16010700,-6.453129254,53.34018909,Dublin,Lucan,Republic of Ireland,Hotel,5,244
Buswells Hotel,http://www.buswells.ie,+353(0)16146500,-6.25578,53.340756,Dublin,Dublin 2,Republic of Ireland,Hotel,5,98
Buswells Hotel,http://www.buswells.ie,,-6.2556956,53.340824,Dublin,Dublin City,Republic of Ireland,Hotel,3,372
Grafton Capital Hotel,https://www.the-grafton-hotel.com,+353(0)12552700,-6.264028426,53.34093504,Dublin,Dublin 2,Republic of Ireland,Hotel,3,256
Radisson Blu Royal Hotel Dublin,https://www.radissonhotels.com/en-us/hotels/radisson-blu-dublin,+353 1 8982900,-6.26822,53.34094,Dublin,Dublin City,Republic of Ireland,Hotel,2,84
Radisson Blu Royal Hotel Dublin,https://www.radissonhotels.com/en-us/hotels/radisson-blu-dublin,+353(0)18982900,-6.268215,53.34094,Dublin,Dublin City,Republic of Ireland,Hotel,2,326
Drury Court Hotel,http://www.drurycourthotel.ie,+353(0)14751988,-6.264667818,53.34121166,Dublin,Dublin City,Republic of Ireland,Hotel,3,66
The Westbury Hotel,http://www.doylecollection.com/westbury,+353 1 6791122,-6.26163,53.34146,Dublin,Dublin City,Republic of Ireland,Hotel,2,363
The Westbury Hotel,http://www.doylecollection.com,+353(0)16791122,-6.26143754,53.34152445,Dublin,Dublin City,Republic of Ireland,Hotel,3,321
Brooks Hotel,http://www.brookshotel.ie,+353(0)16704000,-6.263599,53.341548,Dublin,Dublin City,Republic of Ireland,Hotel,3,258
Brooks Hotel,http://www.brookshotel.ie,+353 1 6704000,-6.2636,53.34155,Dublin,Dublin City,Republic of Ireland,Hotel,1,143
The Marker Hotel,http://www.themarkerhoteldublin.com,+353 1 6875100,-6.23945,53.34185,Dublin,Dublin City,Republic of Ireland,Hotel,2,102
Kelly's Hotel,http://www.kellysdublin.com,+353(0)16480010,-6.264670713,53.3419899,Dublin,Dublin 2,Republic of Ireland,Hotel,3,272
Kildare Street Hotel,http://www.thekeycollection.ie/kildare-street-hotel.html,+353(0)16794643,-6.254751788,53.34202121,Dublin,Dublin City,Republic of Ireland,Hotel,3,235
Central Hotel,http://www.centralhoteldublin.com/,+353(0)16797302,-6.263976055,53.34311542,Dublin,Dublin City,Republic of Ireland,Hotel,3,280
Maldron Hotel Pearse Street,http://www.maldronhotelpearsestreet.com/,+353(0)16703666,-6.24411,53.343275,Dublin,Dublin City,Republic of Ireland,Hotel,1,385
Claregalway Hotel,http://www.claregalwayhotel.ie,+353(0)91738300,-8.94396,53.343658,Galway,Claregalway,Republic of Ireland,Hotel,3,334
Harding Hotel,http://www.hardinghotel.ie,+353(0)16796500,-6.269974125,53.34384313,Dublin,Dublin 2,Republic of Ireland,Hotel,3,376
The Mercantile Hotel,http://www.mercantilehotel.ie,+353(0)16707100,-6.264007,53.343915,Dublin,Dublin City,Republic of Ireland,Hotel,1,131
Handels Hotel,https://www.thekeycollections.com/handels-hotel-temple-bar,+353(0)16709400,-6.269674355,53.34408674,Dublin,Dublin 2,Republic of Ireland,Hotel,1,258
Hard Rock Hotel Dublin,https://www.hardrockhotels.com/dublin,+353(0)14825000,-6.268179,53.344112,Dublin,Dublin 2,Republic of Ireland,Hotel,3,136
Dublin Citi Hotel,http://www.dublincitihotel.com,+353(0)16794455,-6.263613,53.344328,Dublin,Dublin City,Republic of Ireland,Hotel,5,395
Trinity College Dublin Campus Accommodation,https://tcd.ie/summeraccommodation/city-centre/trinity-campus/,+353(0)18961177,-6.259064985,53.34446417,Dublin,Dublin City,Republic of Ireland,Camping,5,109
The Marker Hotel,http://www.themarkerhoteldublin.com,+353(0)16875100,-6.238869447,53.34452602,Dublin,Dublin 2,Republic of Ireland,Hotel,5,40
Paramount Hotel,http://www.paramounthotel.ie,+353(0)14179900,-6.267649,53.344687,Dublin,Dublin 2,Republic of Ireland,Hotel,1,396
Blooms Hotel,https://www.blooms.ie/,+353(0)16715622,-6.262143,53.344811,Dublin,Dublin 2,Republic of Ireland,Hotel,2,319
Trinity City Hotel,http://www.trinitycityhotel.com,+353(0)16481000,-6.254148,53.345194,Dublin,Dublin City,Republic of Ireland,Hotel,5,301
Trinity City Hotel,http://www.trinitycityhotel.com,,-6.25422,53.34521,Dublin,Dublin City,Republic of Ireland,Hotel,3,185
Clayton Hotel Cardiff Lane,http://www.claytonhotelcardifflane.com,+353(0)16439500,-6.24113,53.345259,Dublin,Dublin 2,Republic of Ireland,Hotel,1,386
Clayton Hotel Cardiff Lane,http://www.claytonhotelcardifflane.com,,-6.24113,53.34526,Dublin,Dublin City,Republic of Ireland,Hotel,1,201
Wellington Quay CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.265883161,53.34546656,Dublin,Dublin City,Republic of Ireland,Self Catering,3,5
Fitzsimons Hotel,http://www.fitzsimonshotel.com,+353(0)16779315,-6.26514482,53.34554437,Dublin,Dublin 2,Republic of Ireland,Hotel,4,193
The Morgan Hotel,http://www.themorgan.com,+353(0)16437000,-6.260875,53.345793,Dublin,Dublin,Republic of Ireland,Hotel,1,206
The Fleet Street Hotel,http://www.fleetstreethotel.com,+353(0)16708124,-6.259793,53.345873,Dublin,Dublin 2,Republic of Ireland,Hotel,4,354
Temple Bar Hotel,http://www.templebarhotel.com,+353(0)16773333,-6.260227658,53.34589926,Dublin,Dublin City,Republic of Ireland,Hotel,5,282
Temple Bar Hotel,http://www.templebarhotel.com,,-6.26023,53.3459,Dublin,Dublin City,Republic of Ireland,Hotel,4,378
"The Morrison, a DoubleTree by Hilton Hotel",http://www.morrisonhotel.ie,+353(0)18872400,-6.266094,53.346516,Dublin,Dublin 1,Republic of Ireland,Hotel,1,340
Morrison Hotel,http://www.morrisonhotel.ie,,-6.26599,53.346672,Dublin,Dublin City,Republic of Ireland,Hotel,5,162
Batty Langley Lodge - Irish Landmark Trust,http://irishlandmark.com/property/batty-langley-lodge/,+353(0)16704733,-6.51702276,53.34690956,Kildare,Leixlip,Republic of Ireland,Self Catering,4,12
Arlington Hotel O'Connell Bridge,http://www.arlington.ie,+353(0)18049100,-6.260918,53.347243,Dublin,Dublin City,Republic of Ireland,Hotel,2,384
The Abbey Court Hostel,http://www.abbey-court.com/,+353(0)18780700,-6.260383,53.347532,Dublin,Dublin City,Republic of Ireland,Hostel,3,174
The Abbey Hotel,http://www.abbeyhoteldublin.ie,+353(0)18728188,-6.262492,53.347788,Dublin,Dublin 1,Republic of Ireland,Hotel,5,368
Spencer Dock CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.237111104,53.34801928,Dublin,Dublin City,Republic of Ireland,Self Catering,1,20
Ashling Hotel Dublin,http://www.ashlinghotel.ie,+353 1 6772324,-6.29081,53.34808,Dublin,Dublin City,Republic of Ireland,Hotel,1,241
Ashling Hotel Dublin,http://www.ashlinghotel.ie,+353(0)16772324,-6.290814062,53.34808302,Dublin,Dublin City,Republic of Ireland,Hotel,4,243
The Spencer Hotel,http://www.thespencerhotel.com,+353(0)14338800,-6.243396,53.348111,Dublin,Dublin City,Republic of Ireland,Hotel,4,126
Clifton Court Hotel,http://www.cliftoncourthotel.ie,+353(0)18743535,-6.257915,53.348117,Dublin,Dublin City,Republic of Ireland,Hotel,1,42
Generator Hostel Dublin,http://generatorhostels.com/en/dublin/,+353(0)19010222,-6.277926279,53.34814377,Dublin,Dublin 7,Republic of Ireland,Hostel,2,122
The Gibson Hotel,http://www.thegibsonhotel.ie,+353(0)16815000,-6.227934,53.34833,Dublin,Dublin City Centre,Republic of Ireland,Hotel,1,87
Phoenix Park Hotel,http://www.phoenixparkhotel.ie,+353(0)16772870,-6.294790714,53.34836424,Dublin,Dublin City,Republic of Ireland,Hotel,2,377
Wynn's Hotel,http://www.wynnshotel.ie,+353(0)18745131,-6.258742985,53.34838883,Dublin,Dublin City,Republic of Ireland,Hotel,5,313
The Spencer Hotel,http://www.thespencerhotel.com,,-6.24366,53.34843,Dublin,Dublin City,Republic of Ireland,Hotel,2,243
The Gibson Hotel,http://www.thegibsonhotel.ie,,-6.22765,53.34866,Dublin,Dublin City,Republic of Ireland,Hotel,3,338
Jervis Apartments,https://www.thekeycollections.com/jervis-apartments.html,+353(0)15320630,-6.267582005,53.34880143,Dublin,Dublin City,Republic of Ireland,Self Catering,3,32
Maldron Hotel Smithfield,https://www.maldronhotelsmithfield.com/,+353(0)14850900,-6.278595,53.349367,Dublin,Dublin 7,Republic of Ireland,Hotel,2,192
Isaacs Hostel,http://www.isaacs.ie,+353(0)18556215,-6.253322,53.34998,Dublin,Dublin City,Republic of Ireland,Hostel,1,189
Beresford Hotel,http://www.beresfordhotelifsc.com,+353(0)18134700,-6.252694293,53.35009336,Dublin,Dublin City,Republic of Ireland,Hotel,2,262
Celtic Lodge Guesthouse,http://www.celticlodge.ie,+353(0)18788810,-6.255244849,53.35047658,Dublin,Dublin City,Republic of Ireland,Self Catering,4,33
O'Shea's Hotel,https://osheasoftalbotstreet.com/,+353(0)18365670,-6.254931,53.350774,Dublin,Dublin 1,Republic of Ireland,Hotel,5,218
Maple Hotel,http://www.maplehotel.com,+353(0)18555442,-6.254402,53.351114,Dublin,Dublin City,Republic of Ireland,Hotel,3,60
The Ripley Court Hotel,http://www.ripleycourt.com,+353(0)18365892,-6.251813,53.351306,Dublin,Dublin City,Republic of Ireland,Hotel,5,384
West County Hotel,http://www.westcountyhotel.ie,+353(0)16264011,-6.355900796,53.3513533,Dublin,Chapelizod,Republic of Ireland,Hotel,5,76
Riu Plaza The Gresham Hotel,http://www.riu.com/en/hotel/ireland/dublin/hotel-riu-plaza-the-gresham-dublin,,-6.26089,53.35157,Dublin,Dublin City,Republic of Ireland,Hotel,4,108
The North Star Hotel,http://www.northstarhotel.ie,+353(0)18363136,-6.250084,53.35165751,Dublin,Dublin 1,Republic of Ireland,Hotel,4,275
North Star Hotel,http://www.northstarhotel.ie,,-6.250083,53.351659,Dublin,Dublin City,Republic of Ireland,Hotel,2,364
Riu Plaza The Gresham Hotel,http://www.riu.com/en/hotel/ireland/dublin/hotel-riu-plaza-the-gresham-dublin,+353(0)18746881,-6.260295,53.35166,Dublin,Dublin City,Republic of Ireland,Hotel,4,185
Academy Plaza Hotel,http://www.academyplazahotel.ie,+353 1 8780666,-6.25999,53.35252,Dublin,Dublin City,Republic of Ireland,Hotel,2,326
Academy Plaza Hotel,http://academyplazahotel.ie,+353(0)18780666,-6.259991,53.352524,Dublin,Dublin City,Republic of Ireland,Hotel,2,138
Gate Hotel,https://www.thekeycollections.com/the-gate-hotel-dublin-city,+353(0)18745253,-6.260565426,53.35283944,Dublin,Dublin City,Republic of Ireland,Hotel,3,271
Cassidy's Hotel,http://www.cassidyshotel.com,,-6.261597,53.353086,Dublin,Dublin City,Republic of Ireland,Hotel,4,320
Cassidy's Hotel,http://www.cassidyshotel.com,+353(0)18780555,-6.261571,53.353174,Dublin,Dublin 1,Republic of Ireland,Hotel,4,233
Hotel Saint George,http://www.thekeycollection.ie/hotel-st-george-dublin-city.html,+353(0)18745611,-6.262318627,53.35383382,Dublin,Dublin 1,Republic of Ireland,Hotel,3,243
Maldron Hotel Parnell Square,http://www.maldronhotels.com,+353(0)18716800,-6.266458,53.354374,Dublin,Dublin 1,Republic of Ireland,Hotel,3,320
MEC Hostel,http://mechostel.com,+353(0)18730826,-6.260511,53.354575,Dublin,Dublin City,Republic of Ireland,Hostel,3,179
Castle Hotel,http://www.castle-hotel.ie,+353(0)18746949,-6.263403166,53.35479092,Dublin,Dublin City,Republic of Ireland,Hotel,5,194
Hotel 7,https://hotel7dublin.com/,+353(0)18737777,-6.26279862,53.35508118,Dublin,Dublin City,Republic of Ireland,Hotel,1,142
The Belvedere Hotel,http://www.belvederehotel.ie,+353(0)18737700,-6.262128231,53.35512967,Dublin,Dublin City,Republic of Ireland,Hotel,2,381
